City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
254,Awbari,LY,2022-02-02 01:08:22,26.5921,12.7805,47.62,28,0,9.22
255,Santo Anastacio,BR,2022-02-02 01:08:22,-21.8383,-51.6103,70.99,94,100,5.91
256,Kankaanpaa,FI,2022-02-02 01:08:23,61.8,22.4167,7.81,97,95,2.86
257,Bulgan,MN,2022-02-02 01:04:42,48.8125,103.5347,-8.72,87,12,4.25
258,Trat,TH,2022-02-02 01:08:24,12.5,102.5,82.98,84,95,3.04
259,Fairbanks,US,2022-02-02 01:05:33,64.8378,-147.7164,-3.01,76,0,0.0
260,Gigmoto,PH,2022-02-02 01:08:24,13.7796,124.39,77.16,88,100,15.95
261,Port Hardy,CA,2022-02-02 01:00:22,50.6996,-127.4199,40.75,79,98,4.16
262,Presidencia Roque Saenz Pena,AR,2022-02-02 01:08:25,-26.7852,-60.4388,83.44,23,0,7.4
263,Broken Hill,AU,2022-02-02 01:08:25,-31.95,141.4333,65.98,42,98,21.03
264,Ust-Nera,RU,2022-02-02 01:08:26,64.5667,143.2,-0.89,98,100,4.59
265,Itoman,JP,2022-02-02 01:08:27,26.1247,127.6694,65.17,90,75,6.91
266,Brekstad,NO,2022-02-02 01:08:27,63.687,9.6654,24.01,79,0,10.36
267,Poum,NC,2022-02-02 01:09:28,-20.2333,164.0167,80.85,74,45,11.41
268,Pangnirtung,CA,2022-02-02 01:09:04,66.1451,-65.7125,-23.87,84,71,6.62
269,Esfarayen,IR,2022-02-02 01:07:16,37.0765,57.5101,28.99,70,3,3.89
270,Plettenberg Bay,ZA,2022-02-02 01:09:29,-34.0527,23.3716,73.45,84,100,2.39
271,Arman,RU,2022-02-02 01:09:29,59.7,150.1667,3.88,79,94,13.2
272,Tartagal,AR,2022-02-02 01:09:29,-22.5164,-63.8013,76.95,53,44,4.94
273,Alugan,PH,2022-02-02 01:09:30,12.2188,125.4808,80.38,83,3,9.69
274,Ruzhyn,UA,2022-02-02 01:09:30,49.7228,29.2046,16.14,93,92,6.98
275,Camana,PE,2022-02-02 01:09:31,-16.6228,-72.7111,71.26,84,74,9.15
276,Kruisfontein,ZA,2022-02-02 01:09:31,-34.0033,24.7314,72.88,65,100,3.74
277,Tabuk,PH,2022-02-02 01:09:31,17.4189,121.4443,73.09,78,20,3.24
278,Banyo,CM,2022-02-02 01:09:32,6.75,11.8167,64.35,27,94,3.76
279,Sao Jose Da Coroa Grande,BR,2022-02-02 01:09:32,-8.8978,-35.1478,79.21,78,16,6.26
280,Newport,GB,2022-02-02 01:09:33,51.5877,-2.9984,52.18,87,100,10.94
281,Rosarito,MX,2022-02-02 01:08:23,32.3333,-117.0333,59.95,76,96,6.29
282,Diamantino,BR,2022-02-02 01:09:33,-14.4086,-56.4461,70.48,97,100,3.96
283,Torbay,CA,2022-02-02 01:05:29,47.6666,-52.7314,21.58,62,6,1.99
284,Batagay,RU,2022-02-02 01:09:34,67.6333,134.6333,-21.33,99,100,1.3
285,Santa Maria,BR,2022-02-02 01:07:47,-29.6842,-53.8069,74.86,45,0,5.17
286,Vitim,RU,2022-02-02 01:09:34,59.4511,112.5578,-4.56,99,100,3.89
287,Laureles,US,2022-02-02 01:09:35,26.1092,-97.4941,66.22,65,0,1.01
288,Kununurra,AU,2022-02-02 01:09:35,-15.7667,128.7333,85.98,66,40,13.8
289,Coquimbo,CL,2022-02-02 01:09:36,-29.9533,-71.3436,64.13,88,75,8.05
290,La Orilla,MX,2022-02-02 01:09:36,17.9833,-102.2333,76.64,62,1,7.61
